time_s,acceleration_m_s2
0.092,0.11743447233778181
0.093,0.12360403559788491
0.094,0.11501931623999793
0.095,0.08614114628933865
0.096,0.07029986605887568
0.097,0.040846334809496926
0.098,0.016928329030733363
0.099,0.00316843159058698
0.1,-0.010615280565378278
0.101,-0.00806406554071771
0.10200000000000001,-0.019386709606432836
0.10300000000000001,-0.04474284783186118
0.10400000000000001,-0.06900682823664613
0.105,-0.09366138320383954
0.106,-0.10322561296003417
0.107,-0.1239906120546655
0.108,-0.1198301912374842
0.109,-0.11362073262306041
0.11,-0.12141901973680647
0.111,-0.10891622896606681
0.112,-0.11721022245623325
0.113,-0.10966465665453298
0.114,-0.13376458484990086
0.115,-0.12234165192624834
0.116,-0.10500391141538229
0.117,-0.08690138222597496
0.11800000000000001,-0.04447120174728395
0.11900000000000001,-0.030649669379586436
0.12,-0.023828203149296536
0.121,-0.03639890328433901
0.122,-0.017886714582163073
0.123,-0.03015416617076483
0.124,0.003225350801239096
0.125,0.03967770434034679
0.126,0.03848572950389907
0.127,0.05489683662653107
0.128,0.06008228893237341
0.129,0.045029966551645574
0.13,0.022833977486558257
0.131,0.02452773689971995
0.132,0.013800525783433774
0.133,0.029880809749073124
0.134,0.024500325772880683
0.135,0.040886755137059375
0.136,0.009227228164651538
0.137,-0.012694795819457195
0.138,-0.03461948338333681
0.139,-0.07710382304292457
0.14,-0.08382212217948855
0.14100000000000001,-0.0829872450207283
0.14200000000000002,-0.10640933028280482
0.14300000000000002,-0.0963647841818274
0.14400000000000002,-0.10712353879053665
0.145,-0.12361889306847479
0.146,-0.16368100938192753
0.147,-0.18575493540878552
0.148,-0.1827130300074934
0.149,-0.1818905335229549
0.15,-0.1697538485931886
0.151,-0.1539673309724662
0.152,-0.15147370702196852
0.153,-0.14280847589721143
0.154,-0.14658613085961042
0.155,-0.15764718152501922
0.156,-0.13360084281875526
0.157,-0.127169257600102
0.158,-0.11244413171421551
0.159,-0.06785147269608956
0.16,-0.05413416844052078
0.161,-0.025231590671380744
0.162,-0.01690850533043417
0.163,-0.030931574506765026
0.164,-0.013824496624044183
0.165,-0.005836626965410794
0.166,0.017945907424088872
0.167,0.049974761795230006
0.168,0.05301095587089832
0.169,0.05683028827540113
0.17,0.050388794536098624
0.171,0.03671197864415518
0.17200000000000001,0.026980321345987986
0.17300000000000001,0.020890704008980868
0.17400000000000002,0.01984388392133892
0.17500000000000002,0.028879134569609933
0.176,0.025982128142466168
0.177,0.031173760417124687
0.178,0.0007868111838022174
0.179,-0.0033900905893894523
0.18,-0.04735284536105686
0.181,-0.08030195768891168
0.182,-0.09264488255141537
0.183,-0.08176747592986316
0.184,-0.08397006302863176
0.185,-0.0775745393388723
0.186,-0.08854053895337992
0.187,-0.10957313867070502
0.188,-0.1340760903362162
0.189,-0.15142126882854123
0.19,-0.14347689208105874
0.191,-0.12098068047029083
0.192,-0.10540500365263449
0.193,-0.09630690070828002
0.194,-0.0725749314072249
0.195,-0.06655307368540925
0.196,-0.07627872236362608
0.197,-0.06590783356225187
0.198,-0.05457726114412268
0.199,-0.039973948082178856
0.2,0.002683405202612222
0.201,0.035589852919894686
0.202,0.06306667433222415
0.203,0.07480956792113012
0.20400000000000001,0.059049235254294265
0.20500000000000002,0.06200428623232873
0.20600000000000002,0.07717711564492132
0.20700000000000002,0.09009283997997877
0.20800000000000002,0.10998126231230483
0.209,0.15524399557758464
0.21,0.14320467498546594
0.211,0.147242411638017
0.212,0.13344443046998142
0.213,0.11240908626875346
0.214,0.08819344077973829
0.215,0.08710396441561445
0.216,0.07503874080617315
0.217,0.08225442573218113
0.218,0.0797647890407296
0.219,0.0734667353437461
0.22,0.0686075012879616
0.221,0.009240370225667099
0.222,0.0021002026087114456
0.223,-0.03236053612767248
0.224,-0.02913493867379558
0.225,-0.013948276555420936
0.226,-0.016479193812129405
0.227,-0.025395082742381916
0.228,-0.03173692188787241
0.229,-0.03643767461259113
0.23,-0.061198953716147246
0.231,-0.059552277979234194
0.232,-0.0533139363697431
0.233,-0.03963681566219929
0.234,0.005015013381277485
0.23500000000000001,0.014033871378563493
0.23600000000000002,0.0057568212015841145
0.23700000000000002,0.025542321933501557
0.23800000000000002,0.01940557494664068
0.23900000000000002,0.03564491418857962
0.24,0.03829832369399101
0.241,0.06860459199981515
0.242,0.1032439709662118
0.243,0.1324249506914969
0.244,0.1330842560460376
0.245,0.14359694373621398
0.246,0.13842034531205852
0.247,0.132306199956265
0.248,0.15181898111910497
0.249,0.15146157544501593
0.25,0.1538052973206369
0.251,0.18252802732870094
0.252,0.19409855457988978
0.253,0.1753130251512588
0.254,0.13502368771753556
0.255,0.11829246395654101
0.256,0.11156437781615265
0.257,0.08609049751065664
0.258,0.09208476985148199
0.259,0.09383630994502828
0.26,0.07470303040201727
0.261,0.06448032994011538
0.262,0.014405948469570697
0.263,0.00151927855499657
0.264,-0.017181558637375048
0.265,-0.03797612150775832
0.266,-0.017763070700319922
0.267,-0.035026363998853866
0.268,-0.022527017824926818
0.269,-0.020122052475952848
0.27,-0.020529669010981546
0.271,-0.05640172892479814
0.272,-0.04755977024111285
0.273,-0.05630883329813835
0.274,-0.05097759705252665
0.275,-0.018103598655225456
0.276,0.0035849103933994226
0.277,0.015162390496952064
0.278,0.027955919659515324
0.279,0.024632266939455326
0.28,0.02742037127301754
0.281,0.03690305815071582
0.28200000000000003,0.059432131180319786
0.28300000000000003,0.0622330570063712
0.28400000000000003,0.11307855110018657
0.28500000000000003,0.10135895218713316
0.28600000000000003,0.12177066272752296
0.28700000000000003,0.12248790433364443
0.28800000000000003,0.10923743881792967
0.289,0.09324836222608472
0.29,0.0946183992199291
0.291,0.09869237515615129
0.292,0.10707651781278214
0.293,0.12204414794554219
0.294,0.11128189306232561
0.295,0.08379743682755623
0.296,0.0681088523745459
0.297,0.03602596360110272
0.298,0.01947965406440504
0.299,0.007878240493060119
0.3,-0.006217462581916426
0.301,-0.00734054343448981
0.302,-0.007711865332214147
0.303,-0.02899626662836889
0.304,-0.06126365145916575
0.305,-0.08772907452325755
0.306,-0.09848963706362095
0.307,-0.11941983322738164
0.308,-0.10654473914789304
0.309,-0.1029026258887562
0.31,-0.09666566152772921
0.311,-0.08840860883956655
0.312,-0.09957367788633231
0.313,-0.11054424841337883
0.314,-0.11166080860717442
0.315,-0.11439826039853832
0.316,-0.09057815546345607
0.317,-0.07255432642057659
0.318,-0.04395650754969078
0.319,-0.031942329371386
0.32,-0.025082641615727805
0.321,-0.022538594184171645
0.322,-0.03330746022389435
0.323,-0.00397785457930861
0.324,-0.009912154602845663
0.325,0.011930410357153748
0.326,0.0515340825500784
0.327,0.061352733439342014
0.328,0.05983582027837884
0.329,0.0491126577524148
0.33,0.02997372040517133
0.331,0.01312937893204761
0.332,0.01865788891680621
0.333,0.018271311329384792
0.334,0.03663857886034827
0.335,0.027184745623797815
0.336,0.009195402553352347
0.337,-0.011010886595020362
0.338,-0.03444940784830166
0.339,-0.06736348120450225
0.34,-0.08536575239712264
0.341,-0.08304984645916735
0.342,-0.08306374260307131
0.343,-0.09064254499443182
0.34400000000000003,-0.10035627129609559
0.34500000000000003,-0.11430159166434287
0.34600000000000003,-0.15080958049811566
0.34700000000000003,-0.17113948589985972
0.34800000000000003,-0.17615545591931608
0.34900000000000003,-0.16950050109439
0.35000000000000003,-0.15296774210031827
0.35100000000000003,-0.12929845996560205
0.352,-0.12411229618159836
0.353,-0.1305276497543216
0.354,-0.13452956909420025
0.355,-0.1464349529765689
0.356,-0.1355570994384492
0.357,-0.1220549741761675
0.358,-0.09171206819267497
0.359,-0.0711374420112351
0.36,-0.036662959124532817
0.361,-0.014954208942337722
0.362,-0.02327707050303363
0.363,-0.02010646123036325
0.364,-0.015592696234356938
0.365,-0.01290169909733051
0.366,0.011423192736740653
0.367,0.03291462738374004
0.368,0.051971108305015404
0.369,0.05260920288691309
0.37,0.052932690846461516
0.371,0.0422511360083874
0.372,0.03435313460809039
0.373,0.021882572824769398
0.374,0.03092379030755148
0.375,0.014762317172664833
0.376,0.03126663743336442
0.377,0.021617655775750318
0.378,0.020397974333960678
0.379,-0.02735100861362208
0.38,-0.05450919760073959
0.381,-0.07320828899300931
0.382,-0.09409736574064581
0.383,-0.08167694710633693
0.384,-0.07923937034207283
0.385,-0.07209970033508525
0.386,-0.0790410325964126
0.387,-0.08387972348877033
0.388,-0.1091429384611435
0.389,-0.13278034252460777
0.39,-0.13534129471467846
0.391,-0.11250711378662202
0.392,-0.10625572120028029
0.393,-0.0633452451731375
0.394,-0.05612842718654814
0.395,-0.06523469737416338
0.396,-0.07610878724137402
0.397,-0.05199153344460468
0.398,-0.052537113602237895
0.399,-0.02043264983424807
0.4,-0.011958207440957599
0.401,0.025204942181835596
0.402,0.05165402084313338
0.403,0.062357934868645964
0.404,0.059642258164208956
0.405,0.06602081341690501
0.406,0.05646087515071067
0.40700000000000003,0.07535786241569932
0.40800000000000003,0.09644880108560287
0.40900000000000003,0.11910004874148834
0.41000000000000003,0.1328499366063057
0.41100000000000003,0.11881147433998346
0.41200000000000003,0.10346616760196906
0.41300000000000003,0.10617336605436185
0.41400000000000003,0.08271047233161913
0.41500000000000004,0.06624059924085966
0.41600000000000004,0.08385921061804602
0.417,0.07737487891914406
0.418,0.08591967640027581
0.419,0.06829575866409023
0.42,0.0629450243966067
0.421,0.03395933399017536
0.422,-0.006090524040869708
0.423,-0.01294939534394562
0.424,-0.019622266381895802
0.425,-0.0097461102119311
0.426,-0.02128127398193083
0.427,-0.008619660626286252
0.428,-0.014457838503171092
0.429,-0.050534117924994695
0.43,-0.06041177242751518
0.431,-0.07251785933310274
0.432,-0.05217722759142155
0.433,-0.02653468363900918
0.434,0.0021729418635251644
0.435,0.01076223028457819
0.436,0.032888903314287024
0.437,0.012196190045014961
0.438,0.008573957047243187
0.439,0.024329278975125115
0.44,0.04110241546000971
0.441,0.06169252650074017
0.442,0.07495952640956383
0.443,0.11488636097010894
0.444,0.12065118145212766
0.445,0.13834315442858855
0.446,0.13098196618724098
0.447,0.11563369688819139
0.448,0.11963712907443419
0.449,0.12505281449890368
0.45,0.14725540724093542
0.451,0.1673957530154325
0.452,0.1557326381251855
0.453,0.1568700154804556
0.454,0.12874696449023773
0.455,0.10325634648423986
0.456,0.0896777414497698
0.457,0.07332906114922627
0.458,0.07568417297654229
0.459,0.0715825346080207
0.46,0.09043004582849451
0.461,0.06073476123892999
0.462,0.030483883349620135
0.463,0.009230697770527782
0.464,-0.016397092743942982
0.465,-0.02936178075750367
0.466,-0.023461340469172795
0.467,-0.015833196764184432
0.468,-0.019768813364804603
0.46900000000000003,-0.021543525240446868
0.47000000000000003,-0.02930108219641723
0.47100000000000003,-0.05879318067936709
0.47200000000000003,-0.06375782891313819
0.47300000000000003,-0.04266772275903449
0.47400000000000003,-0.028431251692993226
0.47500000000000003,-0.021384547619910745
0.47600000000000003,0.007519928731363562
0.47700000000000004,0.022026610604943462
0.47800000000000004,0.049379952281683154
0.47900000000000004,0.03353839553675472
0.48,0.021962532201342654
0.481,0.01986177015550604
0.482,0.029357945008720666
0.483,0.06576361980143773
0.484,0.08308660900825711
0.485,0.09610398527578573
0.486,0.1080855252451153
0.487,0.09942817706337728
0.488,0.1088881610268868
0.489,0.09349060561193225
0.49,0.08515674936266265
0.491,0.10282887918388461
0.492,0.10194001628993565
0.493,0.09981181045308503
0.494,0.11156218391348903
0.495,0.08568586391799328
0.496,0.04750461407414633
0.497,0.027618198421298576
0.498,0.003642976524336028
0.499,-0.008818174614703083
0.5,0.006946331606486442
0.501,0.012783037582138626
0.502,-0.020639089233467373
0.503,-0.02469030107377101
0.504,-0.05993307870957705
0.505,-0.08494890945085017
0.506,-0.10410019569658427
0.507,-0.11212786338021395
0.508,-0.100227830265168
0.509,-0.09705323763961576
0.51,-0.08215093578832948
0.511,-0.08610669767766478
0.512,-0.09679097328132713
0.513,-0.11305263812615157
0.514,-0.11594212185480374
0.515,-0.09979903021055125
0.516,-0.08374644812605847
0.517,-0.07040265700426426
0.518,-0.039621415838617405
0.519,-0.02051448429930583
0.52,-0.03475579087946476
0.521,-0.02059600520382153
0.522,-0.031021319916813034
0.523,-0.015418844909811722
0.524,-0.009169081178788186
0.525,0.005498290619218155
0.526,0.027866997918536286
0.527,0.05240193681188409
0.528,0.05332063625351518
0.529,0.033631007465754585
0.53,0.030875194013622195
0.531,0.0036380330122038913
0.532,0.014265358029992244
0.533,0.011572034643554613
0.534,0.02256264859398908
0.535,0.027761337609123124
0.536,0.00919141327648115
0.537,-0.009965580606632309
0.538,-0.027126819571417538
0.539,-0.0631762079789711
0.54,-0.06720471767255266
0.541,-0.08619003832270208
0.542,-0.07237474351738701
0.543,-0.06615777455953024
0.544,-0.1042773052021486
0.545,-0.1098571242463279
0.546,-0.1225415444364443
0.547,-0.1482912873764583
0.548,-0.1536323857574166
0.549,-0.15775463779562693
0.55,-0.1398714193905725
0.551,-0.1268709798604277
0.552,-0.10746390704668446
0.553,-0.11364627692011847
0.554,-0.11882777797743904
0.555,-0.1299041596388933
0.556,-0.1280580870167839
0.557,-0.11333214407744947
0.558,-0.08268949807044335
0.559,-0.060994483158190775
0.56,-0.03271503716397799
0.561,-0.006645104651675879
0.562,-0.013089818549949568
0.5630000000000001,-0.024065017095778688
0.5640000000000001,-0.011505374962052386
0.5650000000000001,-0.013821810552021186
0.5660000000000001,-0.007387454731975696
0.5670000000000001,0.022609602995480843
0.5680000000000001,0.033938575135675775
0.5690000000000001,0.05208182532206095
0.5700000000000001,0.048985987483158994
0.5710000000000001,0.047185591814465036
0.5720000000000001,0.02222160856648134
0.5730000000000001,0.009747539690713028
0.5740000000000001,0.018286578619510146
0.5750000000000001,0.0019814180437312426
0.5760000000000001,0.025441385428486077
0.577,0.025997238494026242
0.578,-0.006026683062194452
0.579,-0.010446181006910263
0.58,-0.04220335372842221
0.581,-0.06715815166301427
0.582,-0.06759056954804019
0.583,-0.05377955981211646
0.584,-0.06426616460351157
0.585,-0.06258736686225387
0.586,-0.07556162898951774
0.587,-0.09430293337440576
0.588,-0.09967957255669287
0.589,-0.12437233445424585
0.59,-0.11763832667120244
0.591,-0.10963827721778069
0.592,-0.08311901124705078
0.593,-0.06563650694637586
0.594,-0.04914002338347872
0.595,-0.05854925724241638
0.596,-0.05950286955388854
0.597,-0.06503885121793948
0.598,-0.05199194214660439
0.599,-0.025361506691309363
0.6,0.005677414624838888
0.601,0.02126052738728297
0.602,0.05512444604074001
0.603,0.06773873382033872
0.604,0.06036011993325609
0.605,0.06846853326343298
0.606,0.05066012552368604
0.607,0.05821096201585146
0.608,0.07264040292876407
0.609,0.11641228509973311
0.61,0.12209621765448837
0.611,0.11644243306332853
0.612,0.10683138759195397
0.613,0.07825715941713977
0.614,0.08920538036100656
0.615,0.06417547146617476
0.616,0.06525596148989012
0.617,0.07514325424600843
0.618,0.07495483425539742
0.619,0.06488702857179335
0.62,0.03816034444556782
0.621,0.02211291251480292
0.622,0.008827309663237073
0.623,-0.010119296239159943
0.624,-0.011488628859874757
0.625,-0.02194068060899274
0.626,-0.018827022357690012
0.627,-0.011499035097041414
0.628,-0.01838034142602715
0.629,-0.02534488399600972
0.63,-0.06044509581909868
0.631,-0.04217598318594686
0.632,-0.048175665258140696
0.633,-0.032553945207843195
0.634,-0.014903141809053217
0.635,-0.0013660844758374884
0.636,0.02660276116831053
0.637,0.021651843323068576
0.638,0.008942328013219166
0.639,0.010955799882536553
0.64,0.03025614244269938
0.641,0.06764434509661783
0.642,0.08038281092186117
0.643,0.09489166818601757
0.644,0.11804866645825617
0.645,0.11970675327788081
0.646,0.0955643550114266
0.647,0.10913429163241475
0.648,0.10810789109968143
0.649,0.12425926833610534
0.65,0.1475347311358728
0.651,0.15473618023825686
0.652,0.1474849625928149
0.653,0.13168879494390104
0.654,0.13963228714319073
0.655,0.09813629850657714
0.656,0.08010504395700438
0.657,0.07158841662108527
0.658,0.07325140749222885
0.659,0.07273388671761799
0.66,0.06599894787927656
0.661,0.05233644769615552
0.662,0.03278647609841146
0.663,0.0021238335709421715
0.664,-0.02114287033426172
0.665,-0.02607994934126054
0.666,-0.02822583391774159
0.667,-0.007713861933332564
0.668,-0.0325627374322725
0.669,-0.005529882368423791
0.67,-0.014181795365484254
0.671,-0.053365754205176245
0.672,-0.051444595077213585
0.673,-0.052568646968662126
0.674,-0.04874807602510332
0.675,-0.02349313555847285
0.676,-0.004134817895883528
0.677,0.0328597949039617
0.678,0.03227074785757985
0.679,0.032524249576038035
0.68,0.025034442839924977
0.681,0.014118810309073776
0.682,0.031925092209896914
0.683,0.06132161238355552
0.684,0.07206362108786345
0.685,0.1037678828077727
0.686,0.102107325718162
0.687,0.09519550088882693
0.6880000000000001,0.09170823197437061
0.6890000000000001,0.08022060464792297
0.6900000000000001,0.07258977168569526
0.6910000000000001,0.09077817634451633
0.6920000000000001,0.08407944256477547
0.6930000000000001,0.10238486271718557
0.6940000000000001,0.0969270902670019
0.6950000000000001,0.07267168602624174
0.6960000000000001,0.05223045281933604
0.6970000000000001,0.015431838620262801
0.6980000000000001,0.014269199306203774
0.6990000000000001,-0.0012845787383055402
0.7000000000000001,-0.003920422653893275
0.7010000000000001,0.00777916814389503
0.7020000000000001,-0.012567029841443568
0.7030000000000001,-0.035258154633655385
0.704,-0.061250427246396955
0.705,-0.07013281094356293
0.706,-0.10164636083853716
0.707,-0.08404021470493105
0.708,-0.10710696253114381
0.709,-0.06853801904184716
0.71,-0.07277590566970897
0.711,-0.07657486686110934
0.712,-0.08934478534248781
0.713,-0.09384238827994947
0.714,-0.1029990119081537
0.715,-0.0889635294246463
0.716,-0.07923647560731334
0.717,-0.05546841151254677
0.718,-0.03764515959043765
0.719,-0.02221894924836652
0.72,-0.016692070837819224
0.721,-0.035388234549165835
0.722,-0.03515037149198667
0.723,-0.01414880581423275
0.724,-0.003138211521405656
0.725,0.01584362051354346
0.726,0.03770118207382012
0.727,0.05159527405971192
0.728,0.043902240041769416
0.729,0.030968795604082534
0.73,0.023953499364078118
0.731,0.005360034168873512
0.732,0.01481119294471481
0.733,0.00544640926653866
0.734,0.03347463720349128
0.735,0.03015241734995652
0.736,0.01779807779457307
0.737,0.001663287655606878
0.738,-0.01958392210999634
0.739,-0.04736358486944093
0.74,-0.08209724102449768
0.741,-0.08083518970552256
0.742,-0.07329559578565793
0.743,-0.06784226774534961
0.744,-0.07182875191666174
0.745,-0.0983192571690441
0.746,-0.1136341380205092
0.747,-0.13993343520060728
0.748,-0.14801691083813234
0.749,-0.15049630979747916
0.75,-0.13407276592216408
0.751,-0.12257590957330784
0.752,-0.11058181436583861
0.753,-0.0951891809529445
0.754,-0.1166928372081137
0.755,-0.0961228694791674
0.756,-0.11073237170241867
0.757,-0.09983240095448312
0.758,-0.08440841765489086
0.759,-0.046163949259824144
0.76,-0.03407546708144537
0.761,-0.01745980440516072
0.762,0.0021454133702729027
0.763,-0.02098352365723364
0.764,-0.011664832176726113
0.765,-0.016821100432938507
0.766,0.005967527451114655
0.767,0.041053495610393155
0.768,0.04030932725875514
0.769,0.06497395750597032
0.77,0.05062620490506408
0.771,0.02686147349591736
0.772,0.02116489946470224
0.773,0.015701478687054144
0.774,0.014278510863524564
0.775,0.005021560517041531
0.776,0.017270707572126048
0.777,0.018335072857611018
0.778,0.005489162740144743
0.779,-0.01232034995168901
0.78,-0.040270250973344905
0.781,-0.06983357073318268
0.782,-0.06420819638349406
0.783,-0.05996524335885785
0.784,-0.05426929906238287
0.785,-0.0483999306760492
0.786,-0.0572771075703295
0.787,-0.0754170561076526
0.788,-0.09705557543000871
0.789,-0.12090643746499415
0.79,-0.10551719156721562
0.791,-0.09532253901061245
0.792,-0.07594952232824433
0.793,-0.06962333796843971
0.794,-0.05774315334543743
0.795,-0.04049909469496617
0.796,-0.05254418014170691
0.797,-0.048562646319252174
0.798,-0.04571626412932133
0.799,-0.02658820161699925
0.8,0.00703712854482015
0.801,0.02292792332907119
0.802,0.04659767344422294
0.803,0.05009221798848667
0.804,0.048790228771551356
0.805,0.04577893360469079
0.806,0.05088679130094681
0.807,0.05592044951171487
0.808,0.08674350091823828
0.809,0.08938895864006229
0.81,0.10644507989482073
0.811,0.10416281429247998
0.812,0.10631805903763408
0.8130000000000001,0.07922141776220017
0.8140000000000001,0.07013552721796568
0.8150000000000001,0.04423963402632347
0.8160000000000001,0.059389630453796874
0.8170000000000001,0.07021272257188355
0.8180000000000001,0.0667817734901153
0.8190000000000001,0.06705351421159779
0.8200000000000001,0.03713232889837215
0.8210000000000001,0.027140639202127805
0.8220000000000001,0.010990589023097831
0.8230000000000001,-0.022907501097133614
0.8240000000000001,-0.025851287139105974
0.8250000000000001,-0.005483112168397962
0.8260000000000001,0.002829998223356613
0.8270000000000001,-0.011573086083791395
0.8280000000000001,-0.01869430610753196
0.8290000000000001,-0.032233333992662025
0.8300000000000001,-0.054409526569105394
0.8310000000000001,-0.057301794861551875
0.8320000000000001,-0.05165688288093689
0.833,-0.0327908941639032
0.834,-0.005959734217867067
0.835,0.013560947804205302
0.836,0.03183577440167417
0.837,0.012306820060032846
0.838,0.023527173995096032
0.839,0.015374955767675278
0.84,0.027474541313912106
0.841,0.05402493382632249
0.842,0.06654793912355185
0.843,0.10053732355402911
0.844,0.11160046333952732
0.845,0.11497801596261806
0.846,0.10670225799239491
0.847,0.1160655213180325
0.848,0.09270470569350672
0.849,0.102424441192556
0.85,0.11627385630083523
0.851,0.12950268636696013
0.852,0.13239375941749673
0.853,0.1370502491239313
0.854,0.1197732989148877
0.855,0.08299622159620357
0.856,0.06427530644326665
0.857,0.06686824583277891
0.858,0.06032136337910035
0.859,0.07245589963235892
0.86,0.06694337149072814
0.861,0.04142114715412169
0.862,0.04219562593112477
0.863,0.018378005975601904
0.864,-0.020611317421710115
0.865,-0.0290382409908539
0.866,-0.022582351770551207
0.867,-0.01420456404852181
0.868,-0.004927707633669509
0.869,0.004535157564189238
0.87,-0.021496903874595602
0.871,-0.04044249327928036
0.872,-0.056034795200425605
0.873,-0.05242684814320484
0.874,-0.036108631585074207
0.875,-0.0025198018191272768
0.876,0.0012161220638739368
0.877,0.021419278644349227
0.878,0.02419331288114039
0.879,0.029951518525202094
0.88,0.03558792141709596
0.881,0.014586234419933506
0.882,0.02716879540443399
0.883,0.05952294345328207
0.884,0.0795306477649324
0.885,0.10471486053189344
0.886,0.10012301952187819
0.887,0.08668603339831024
0.888,0.08188554353949802
0.889,0.07616487255871154
0.89,0.07247507577428226
0.891,0.0771596100664636
0.892,0.0918880044531447
0.893,0.09883842838164951
0.894,0.0959140387662035
0.895,0.07384075715703232
0.896,0.04355491157392194
0.897,0.022087584904502564
0.898,0.013789920032641213
0.899,-0.007337420054797571
0.9,0.0027650498165458517
0.901,-0.0017271642686573455
0.902,-0.004476162707469933
0.903,-0.011289814420433817
0.904,-0.04318617233426237
0.905,-0.06834177430517589
0.906,-0.09535253865176155
0.907,-0.08396132342398019
0.908,-0.07841801828249517
0.909,-0.056387084293075776
0.91,-0.06778062322124874
0.911,-0.0652657414704398
0.912,-0.07457351975148648
0.913,-0.07649048805735295
0.914,-0.09537879040672291
0.915,-0.08770228489115721
0.916,-0.06882898353000592
0.917,-0.04933699632973185
0.918,-0.033336458091694623
0.919,-0.01639287291891189
0.92,-0.008021498093379808
0.921,-0.028352321560003314
0.922,-0.023125414797324325
0.923,-0.024996769768370827
0.924,0.003660872291130306
0.925,0.004160561444642325
0.926,0.03109929394857296
0.927,0.04905513263668885
0.928,0.05659526100322962
0.929,0.03304893306460771
0.93,0.0150622619601691
0.931,0.023728609913362113
0.932,-0.0018358689496963483
0.933,-0.00048203906840068315
0.934,0.0275219721699995
0.935,0.02212054951034322
0.936,0.008429744572007689
0.937,0.0008494951260464651
0.9380000000000001,-0.027894770793094034
0.9390000000000001,-0.05569284707281962
0.9400000000000001,-0.07320434931214874
0.9410000000000001,-0.0588326044567587
0.9420000000000001,-0.056730575159620635
0.9430000000000001,-0.060700134039249856
0.9440000000000001,-0.05278700452074897
0.9450000000000001,-0.09094477411715762
0.9460000000000001,-0.11576785118847706
0.9470000000000001,-0.1281465587542882
0.9480000000000001,-0.13202269913346104
0.9490000000000001,-0.1261065149507655
0.9500000000000001,-0.1168580058799526
0.9510000000000001,-0.09779507759225303
0.9520000000000001,-0.10092306330786016
0.9530000000000001,-0.08098632651629958
0.9540000000000001,-0.09952275138396063
0.9550000000000001,-0.09757863697303412
0.9560000000000001,-0.10284168674435444
0.9570000000000001,-0.08976776108756204
0.9580000000000001,-0.0667509027432517
0.9590000000000001,-0.04224865535783179
0.96,-0.020295797246525193
0.961,-0.004935519632954405
0.962,-0.013257659401011965
0.963,-0.01371789340642162
0.964,-0.020749199225441786
0.965,-0.00145762928507093
0.966,-0.0003527568889681539
0.967,0.03910996158917129
0.968,0.04203394588126444
0.969,0.03762980995203211
0.97,0.0430849676339041
0.971,0.022775895598623024
0.972,0.019697442616500152
0.973,0.0008130821545985413
0.974,0.004050712847102364
0.975,0.0010281259802737725
0.976,0.018472307389855974
0.977,0.0019903919645037934
0.978,-0.004940864604250786
0.979,-0.009418318072724552
0.98,-0.03286916083097177
